4160,6103,In the last paragraph; I'm looking for a nice way to delete and move lines of code.
3714,6163,Thanks! Much simpler than what I wrote
3652,6163,Thinking in variables? What else could I think in? Some background. I know a little PASCAL and am using this as a project to learn Python.
5072,6163,"No, this is for a laptop that moves around a lot. It never uses the same router."
5112,6163,"Thanks! I had been using OpenDNS, but I couldn't control at the directory level."
5732,7160,"Thanks for the response.  I added clarification. The original question was purposely vague to test StackOverflow's editing capabilities and process.  I know about the command-line capabilities, but the lack of a live desktop seems to break Robot's ability to test."
5525,8406,"Sorting the hashes is also a possibility that I have considered. I'm a bit concerned about memory usage, but I'll worry about that later."
5515,8406,"I've been thinking of just adding the hash'es togheter. I'm a bit worried that I might get false negatives, but I'll find out :-)"
5563,8979,it's much simpler than using the GD image functions directly
5532,8979,thanks! it's the first time i heard of wideimage ;) i'll check it out
5535,8979,btw i've had some problems when I use phpThumb on some shared hosts
5552,8979,"not the answer that i'm looking for, but certainly good information! ;)"
11434,2533,"Thanks.  That was perfect! One addition instead of typeof(UITypeEditor) you can use ""System.Drawing.Design.UITypeEditor, System.Drawing, Version=2.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a""  found that after some compile erros"
11472,4181,But would that work with the default Apache 2 installation? Surely this would install the MacPorts version of Apache first as a dependency? And Perl too in all likelihood from what I remember of previous dalliances…
6475,5177,I'm not 100% sure if this would work or not but it looks promising.
10522,5794,"Thanks Tenpn. I am looking for a way to find if the file, needs an updated, has it been modified, or it needs to patched. So you have fair idea of what your sandbox is upto.   I will check out the manual for resolve and ""reconcile offline work"".  And yes, your answer helped. Thanks."
10646,5794,"Thanks for pointing to the scripts. I agree on the philosophy. I know what I want and it is me who can make it (via script).   For reason unknown, I find Perforce documentation to be cryptic, I need to get into the documentation."
6910,6828,As a reference the O'Reilly book is available from <http://www.asteriskdocs.org/>
7433,7209,"Yes, your assumptions is correct - sorry I did not specify. Further to this answer, does anyone know whether this Excel or Windows behaviour?"
10847,7936,"Some background. I have a control that calls __DoPostBack, which triggers all the AJAX components in an UpdatePanel to be disposed.  However the linkButtons in the same panel call __DoPostBack, but the components don't dispose.  The difference is in __DoPostBack somewhere (which does a lot of work)."
8051,9111,"We are only running local, and not using marshalling, so this doesn't seem to apply to us."
11297,9150,"The only reason we'll be using Word is for the users' ease of use. These templates change on a some what regular basis, so they need to be able to change them and most of the users only have PDF Reader software installed.  Thanks for your advice though.  :-)"
11301,9150,I am familiar with CutePDF since I use it personally to print many things to PDF. I've never thought about using it in a server environment. I'll definitely think about that.
7576,9547,Part two of the question would be is it possible client-side only?
6061,9557,"I implemented the Fisher-Yates Shuffle real quick and while it didn't provide more random results than some other methods I tried it was significantly faster (about 1/4 the total time). That said, it still took about 4x as long as shuffle()."
7886,9623,He just wants to remove the first comma.
6178,9626,"Yes, but how do I do this using the LINQDataSource object?"
6002,9661,I think you are right. Another link with more details on which languages capitalize and which don't. http://meta.wikimedia.org/wiki/Capitalization#Capitalization_of_month_names
9931,9867,Together you and Mike have answered it. Thank you!
9937,9867,This one popped into my head an hour after posting the question. For the amount of data I'm crunching (not that much) I would have no problems churning through a bunch or queries. Might want to change time <= end_time to time < end_time to avoid double-counts.
8539,9882,Needing to install pskill is not ideal.  I'd prefer a solution that does not require me to install anything new.
8673,10251,"That also works, and allows me to use sed. Thanks!"
6320,10476,The SQL query is out of my control :(. Thats the biggest problem I am having.
6315,10476,It is not exactly a clone. I guess manually iterating through the datatable is the only option..
6324,10476,The DataTable structure of the source is pathetic. I need to modify that to make it presentable to the UI..
6292,10476,"I need to explain a bit more. There is a filtering condition for copying the rows. So, a plain Copy() will not work."
6297,10476,Only specific rows. Updated the post too.
6303,10476,Would have worked. but the filtering condition is not that straightforward. It could change depending on some values.
7565,11890,"thnx for useful answer, do you have any experience with Spring portlets MVC? Some tutorials, guidances? Maybe can recommend a portal server?"
7366,11890,"Hm, Tapestry looks promising...  they have nice screencasts... http://tapestry.apache.org/tapestry5/screencast.html  Will check it out, thnx a lot."
7634,11950,ls *.jpg | xargs -n 10 ./copy.sh  bash: /bin/ls: Argument list too long cp: cannot stat `0': No such file or directory
7645,11950,"I made a mistake. There were 280,000 images :)"
8391,11950,mencoder mf://@../test.txt -mf w=640:h=480:fps=30:type=jpg -ovc lavc -lavcopts vcodec=msmpeg4v2 -nosound -o ../output-msmpeg4v2.avi  Still stops at 7500 or so files....even though they are all in the test file.
8461,11950,Looks like that fixed things. I just deleted a couple of files from the text listing around that area. It got stuck on 9600 this time. Time to do some more deleting.
7993,12117,"This is the best solution.  I didn't realize that it was working at first because explorer cached my icon, so I also discovered that you can set the conditions via that icon properties in the resource viewer."
8826,12211,"Yes, it is a window passed from NSAPI call, but used in separate (child) process where the plugin actually works. XGetWindowAttributes gives information but not whether the window is covered, or - most important - scrolled down and partially visible, which is what I need."
10011,12371,"Just to be clearer, I need a tool which will, given the dependencies, show me which headers are the most included. By the way, we do use distributed compiling"
10016,12371,"This gives me the dependency for each file. I need someting that given this, will find the most included files."
10607,12376,"Thanks for this. Just what I need. Example usage: ScanFormat('number 27 string Hello','number %d string %s',[@anInt,@aString]); Note: Extracting a string won't work if the first character following the string is also contained in the string itself."
7771,12550,"interesting. its for company work, but i'm offsite, so its basically personal use. im still gonna check it out."
7767,12550,"ive been giving rescuetime a test run, and its kinda nice. you can rate your activities based on how productive you are."
8368,13071,"Thank you, that's working for me just perfectly!"
9639,13098,This solution appears to only work for Linux using the Tritonus implementation of the Java Sound API (it essentially provides a CDDA extension to the standard API).
8119,13128,"Yeah I agree, I use igoogle to read all the news at one place, check my gmail, gcalender, etc."
8297,13277,"I'm staring at a BSD system right now, no /proc here."
8281,13277,"Actually, scratch that - what about non-linux systems that don't have /proc and friends to begin with?"
8275,13277,"While it's easy to bind /proc, discrepancies within that data would be cumbersome to mask.  Answer accepted."
10212,13427,I want add slash only: http://server/path/file -> http://server/path/file/
8725,13817,How do you increase the TTL without using raw sockets in C?
8764,13817,The source code of traceroute.c expects the user to be root in order to rewrite the TTL of the packet - if you look at your distro traceroute is most likely setuid root.
8744,13817,What about packets with a custom TTL?
9518,14429,That's interesting.  Does Ruby do Win32 as thoroughly as Python?
9519,14836,"Yea, BizTalk is way too expensive even though, in truth, we could use some of the functionality (I think). It *seems* like XSLT is a nice middle-ground solution. But I need to do some perf tests. Our source XML is relatively small in size."
9516,14836,we're using Sql Server 2005. We're primarily a CF shop with some leanings toward .NET in the near term.
10342,14836,"re: ""if xml is the answer"" - are you referring here to the use of xml as an intermediate, internal, format for our data or as the outbound format? If the latter, then yea, we're forced to use it. xml as intermediate is probably me seeking flexibility and hitting the YAGNI wall..."
9577,14874,Thanks for the swift response. I don't want to read the stream however. I want to access the console buffer which is displayed in the command window. It would be similar to doing screen scraping on a html page.
9601,14874,I think I need to use the AttachConsole method of the console then the ReadConsoleOutput method to access a rectangle of character and attribute data. I don't know how to do this in managed code.
10348,15020,"This is for business use, We are testing DRDB on GFS, looking into Gluster,but that requires client pieces,We've played around with ZFS on Solaris (and we are looking at AVS for availability), but Solaris keeps having small problems to be over come. We have also started looking at windows DFS."
10350,15020,"We are planning to scale up over the next few years to 5-10 TB, but nothing huge. It is a production facility, we could spend 15-30 minutes switching over if we had too, but we want to minimize data loss. Our process are almost 24 x 6, so want to minimize the 3 am calls, would prefer HA"
9731,15023,This won't help if the original style is applied to all span tags.
9746,15023,But I don't know the whether the outter element is a <p> or a span.
9739,15023,Thanks for replay. Because I want to get the position of the element I just inserted.
9759,15023,"But I don't know the margin and padding of the outter text, I want the element I inserted to appear like the outter text."
9839,15023,"Thanks,this is the perfect solution :D"
9789,15023,"What if it's ""body""?"
9770,15023,"The problem is I don't know the CSS style until runtime, because I'm writing a javascript program to run on many different web pages."
9830,15023,"You are right, the margin and padding should be always 0 for text. Thanks a lot for helping. BTW, what's the position ""static""?"
9792,15023,"Oh sorry, I mean the style of the outter text, it's determined by the element in which the text is."
11612,15588,"How can you, using flash do what I need. Can i combine 3 separate sounds to play one after the other, randomly chosen?"
11608,15588,"How can you, using flash do what I need. Can i combine 3 separate sounds to play one after the other, randomly chosen?"
11604,15588,This is a serious application for audio sensory training. Your comment is rather abbrasive.
11626,15588,"On your model assumes asceending numberes only, allowing all sequences there would be 6*5*4 combinations which = 120. My model allows duplicates too, so there would be 6*6*6 = 216 combinations. That is just too clumsy, however, its the only workable solution I have heard so far."
11678,15588,"your solution shows how to play and stop a sound, it does not show how to play 2 or more souns one after the other."
10419,15662,My implementation is on x-based system.
10423,15662,My implementation is on x-based system.
10718,15877,I'm know a bit java and trying to learn ML. But I was more interested in the theory of generating parsetrees than specific parsetools.
10848,16029,Great!  Thanks for all of the helpful comments!  I believe I will use the library at drewnoakes.com.
10850,16029,"Thanks for the code snippet, but I actually need to get the date from the picture metadata, not from the file system."
10896,16091,I've been working along these lines myself but wanted to check and see if there was something easier before I went ahead with the fix.  Thanks for your answer though.
10888,16091,"Thanks anyway, Javascript can not be used in the winforms environment."
11495,16289,"Okay, so let me digest a little...That call through the object is not akin to an array, but rather a set of chained calls?  [slaps forehead] No wonder it's so heavy... I'm gonna go run this code back through...I'll bring some results back in about an hour"
11500,16289,"Yeah, but in this instance I expect bad or missing data...so that hit I have to live with.  Question:  Given the other suggestions, I assume that I could bypass that by checking the itemCount at the lowest scope"
11644,16289,"Okay, so I tested this out...and I see about a 30% reduction in the time it takes to run...which seems to make senes, because We've effectively reduced one third of the calls for items that are singular.  I'm definitely interested in any othe optimzations that you can think of..."
11334,16408,is MSFTEDIT_CLASS only for unicode applications?
11507,16502,Good overview doc.  Here's another reference with some motivation behing RESTful (http://ajaxpatterns.org/RESTful_Service).
20183,2236,"The terms of use for Visual Studios has a ""PERSONAL AND NON-COMMERCIAL USE LIMITATION"" which I don't really understand but seem to limit what software you can create."
20184,2236,Also Microsoft has sued a person for using the express edition in way they didn't like. see http://www.theregister.co.uk/2007/06/05/microsoft_mvp_threats/
12198,3350,"i am fairly certain that the shell script, which is huge and incredibly complicated starts a new shell process, so that might be where i am getting confused, it doesn't actually set them in the parent process, just the one it creates, that then gets terminated"
16905,4181,"Because it's not my machine. Because it has a whole load of stuff already set up and running under the default Apache. Because it's a valid question in any case. In the past. for my own purposes, I have always ignored the default install. But this time I can't. Mmmkay?"
18928,4827,"As tempting as getting a hex editor and running through all that, I think this process will save a lot of time and headaches."
18412,4827,"Thanks, I was hoping that I could keep it generalized, but if this is the only way then I guess I'll have to use the nokia ui sound class."
17647,4827,"Nice find, this will come in handy once I get the file to where I can see the different sections."
17661,4827,Any ideas on what you consider to be a good hex editor? I'm new to this process.
12985,5888,"The workaround is a good idea, but having a second app just to open help files is probably overkill. You could achieve the same result using   ShellExecute(Handle,'open',PChar('HelpFileName.chm'), nil, nil, SW_SHOWNORMAL);"
12981,5888,@Frnacois  You are right - it does work. The problem seems to be with the actual help files I am using - not the code.
22243,6545,"Torsten: The input stream which I'm mining. I have 40 gb of data to consume, if I load 10 gb of it in memory, I expect it to be consumed faster. instead of manually loading it four times, I was hoping to have it loaded automatically."
22225,6545,I temporarily removed the database operations and it still takes a long time. Any suggestion on a java profiler?
22209,6545,By ancient I meant to say 'been around for a while' -- and was hoping to find a library that mines it faster.
22207,6545,"I am discarding them, I am simply trying to parse the data faster."
22596,6545,"Increasing the BufferedInputStream size did indeed help, but I am limited to 2gb (the size comes off as a signed integer)."
15541,7242,"I don't quite understand what you're getting at. Obviously, I don't have to manually serialize since the runtime is doing that for me. I'm building an API here, so my goal is to make the serialized data look ""nicer"" by default in the consumer (which I don't control)."
15533,7242,"Right - this is exactly the issue - there can be an infinite number of keys, different Foos can have different sets of them, etc. Obviously, on the backend I have this stored as a one-to-many relationship in the database - what I'm more concerned with now is making the API intuitive to use."
15534,7242,"Regardless of how I've actually stored them, I want the consumer of the API to be able to have the syntactic nicety of it *looking* like an object with properties. Does that make sense?"
15528,7242,"Yeah, I don't control the consumer so I need something that will work generically (and off the .NET platform)."
12639,7611,"Hey, you're here too!   Thanks Daniel, I'm going to check that."
12089,8399,"Hey!  Nice job, that worked!"
21885,8766,I know that most of those settings are in the registry now. I've just wanted to know is there any new WMI namespace that covers the same settings as root\CIMV2\Applications\MicrosoftIE.
19260,8975,"I am trying to determine whether to add more data to the queue or coalesce updates.  I will easily overflow the buffers and network as the incoming data rate is much higher than the outgoing rate.  But, I can withhold some updates at the expense of user experience."
23644,9176,Right...I actually just had someone put sometime in this weekend to rewrite his attached events...he wrote a script that would cycle through elements and add 'onclick' events rather than attaching listeners...Thanks for the comments.
19048,9176,If I add an event to the window that someone in the future just might write some code that will overwrite it...maybe not a serious issue.
19107,9176,Modern how?  As it has changed in JavaScript or because libs just stack things?
14488,9364,"Good thought, but no dice. It turns out it wasn't a path issue (I think)."
12917,9626,"I was looking for somthing a bit more ""lightweight""    1.  Listing on Port 25 2.  Talk RFC821 (SMTP) 3.  When a message is received, fire an event and let the event handler process the message"
12965,9626,Thanks anyway.  I will see if anyone else responds
22580,9750,I'm want to show this on my web page as a google map...
23967,9818,"Thanks Kyle, that's the issue. I'll take a look on myFaces-core-1.1.4 and Tomahawk-1.1.7  Well done!!"
13646,10034,I have used 'for xml' before even with schemas. The only down side is the performance hit you take on the database. Writing XML from a data set with a schema binding seems like an option though. I will try that.
